brand,model,year,mileage,engine_capacity,transmission,body_type,fuel_type,color,doors,price_usd
BMW,X5,2012,194387,2.2,Manual,Coupe,Petrol,Red,2,40592.44
Toyota,Land Cruiser,2009,136554,1.8,Automatic,Sedan,Petrol,Brown,2,28605.16
Toyota,Corolla,2016,295767,1.6,CVT,SUV,Hybrid,Green,2,38352.69
Toyota,Land Cruiser,2011,8210,3.0,Robot,Coupe,Petrol,Blue,5,43458.11
Toyota,Corolla,2006,230363,2.5,Manual,Sedan,Hybrid,Red,4,32756.43
Toyota,RAV4,2019,285521,1.2,Automatic,Wagon,Diesel,White,4,34555.37
Mercedes,E-Class,2004,229010,5.0,Robot,Wagon,Petrol,White,5,36852.29
Ford,Mondeo,2008,141130,3.5,Automatic,Hatchback,Hybrid,Red,2,35357.25
Kia,Sportage,2002,256453,2.7,Manual,Hatchback,Petrol,Red,4,18332.49
Toyota,Corolla,2011,2282,1.0,CVT,Coupe,Hybrid,Black,2,46124.2
Audi,A6,2016,119006,2.4,CVT,Sedan,Diesel,Grey,2,43097.09
BMW,3 Series,2022,231496,1.6,Automatic,Hatchback,Diesel,Grey,5,49338.55
Honda,CR-V,2002,79003,3.0,CVT,Sedan,Hybrid,Green,5,36162.03
Toyota,Land Cruiser,2006,68803,1.6,Robot,Sedan,Petrol,Green,5,32196.77
BMW,3 Series,2009,17297,3.0,CVT,SUV,Hybrid,Green,4,47323.5
Volkswagen,Touareg,2004,208559,1.5,Robot,Wagon,Diesel,White,4,20870.67
Mercedes,C-Class,2012,150871,2.7,CVT,SUV,Petrol,Grey,3,39510.59
Honda,Accord,2014,250100,4.0,Automatic,Coupe,Diesel,Blue,2,36817.88
Nissan,Patrol,2004,31778,2.0,Automatic,Wagon,Diesel,Grey,2,34937.69
Volkswagen,Touareg,2004,2352,3.5,Automatic,Coupe,Diesel,Blue,4,47039.38
Ford,Kuga,2002,140641,3.5,CVT,Hatchback,Petrol,Blue,3,24925.02
Ford,Kuga,2000,99931,5.0,Robot,Coupe,Hybrid,Blue,4,44065.23
Honda,CR-V,2003,194994,3.5,Manual,SUV,Electric,Black,5,40693.31
BMW,3 Series,2006,150023,3.0,Manual,Sedan,Petrol,Grey,3,34229.86
BMW,X3,2020,288565,3.5,CVT,Wagon,Diesel,Blue,3,44817.8
Toyota,Land Cruiser,2019,66093,2.5,Robot,Sedan,Hybrid,Silver,3,52164.45
Mercedes,GLE,2005,72805,2.7,Manual,SUV,Hybrid,Brown,2,56403.89
Audi,A6,2017,18354,5.0,CVT,Wagon,Hybrid,Blue,4,59800.11
Kia,Sorento,2019,270160,1.0,Manual,Sedan,Electric,Brown,4,33989.29
Audi,A4,2014,24045,3.5,CVT,Hatchback,Electric,Red,2,55263.4
Volkswagen,Tiguan,2002,118325,2.5,Automatic,Coupe,Electric,Grey,3,42867.25
Kia,Cerato,2014,289954,1.4,Automatic,Hatchback,Petrol,Brown,4,24108.48
Ford,Kuga,2000,163864,1.6,Manual,Coupe,Petrol,Brown,5,22474.83
Toyota,Land Cruiser,2002,146110,2.2,CVT,Sedan,Diesel,Red,3,29903.84
Mercedes,E-Class,2005,281954,2.2,CVT,Wagon,Petrol,Blue,5,24400.22
Hyundai,Solaris,2022,143521,2.5,Robot,Wagon,Diesel,Black,3,43238.92
Hyundai,Tucson,2001,261570,2.2,CVT,SUV,Diesel,Blue,4,20217.5
Kia,Cerato,2020,122258,1.6,CVT,Sedan,Petrol,Red,4,38118.73
Toyota,RAV4,2022,38333,2.5,Automatic,Wagon,Electric,Red,5,60180.08
Honda,Accord,2019,14743,5.0,Automatic,Wagon,Petrol,Silver,4,68540.13
Hyundai,Elantra,2011,235422,4.0,Automatic,Hatchback,Electric,Black,4,37307.76
Volkswagen,Passat,2016,290134,2.2,Automatic,Sedan,Diesel,Blue,5,34953.67
Kia,Sorento,2010,234104,1.0,CVT,SUV,Petrol,Silver,3,28671.3
BMW,3 Series,2018,133296,1.8,Robot,Wagon,Hybrid,Blue,2,45096.84
Nissan,X-Trail,2000,92122,2.4,Robot,Hatchback,Hybrid,Green,2,34859.93
Toyota,Land Cruiser,2011,111022,2.4,Automatic,Sedan,Petrol,Grey,4,40083.04
BMW,X5,2004,279652,1.8,Robot,Wagon,Electric,White,4,30040.4
BMW,X5,2008,2257,1.6,Manual,Wagon,Hybrid,Black,5,48493.29
Kia,Rio,2005,118581,2.2,Automatic,Sedan,Electric,Blue,4,31003.13
Hyundai,Santa Fe,2006,154626,3.0,Automatic,Wagon,Electric,Blue,5,39704.95
Hyundai,Elantra,2021,60948,3.0,CVT,SUV,Petrol,White,2,51438.52
Audi,A6,2013,290316,1.6,Automatic,Hatchback,Diesel,White,5,30772.52
Nissan,X-Trail,2002,182885,1.0,Robot,Wagon,Electric,Blue,4,29538.07
Ford,Kuga,2016,239719,3.0,Automatic,Wagon,Hybrid,Red,2,36662.46
Nissan,X-Trail,2014,114397,2.4,Automatic,Coupe,Diesel,Green,5,35016.83
Ford,Mondeo,2006,61240,4.0,Robot,SUV,Petrol,Grey,2,37239.36
Ford,Kuga,2018,152008,2.7,Robot,Sedan,Hybrid,White,5,33687.09
Mercedes,GLE,2002,225180,2.4,Manual,Hatchback,Diesel,Grey,2,26556.67
Ford,Mondeo,2003,112217,2.2,Manual,Coupe,Electric,Brown,5,39075.46
Volkswagen,Golf,2016,169530,2.5,Robot,Hatchback,Petrol,Black,2,35768.96
Nissan,X-Trail,2012,186823,2.2,Robot,Wagon,Hybrid,Silver,2,36371.26
Hyundai,Elantra,2014,250541,1.2,Automatic,Sedan,Diesel,Blue,5,27629.94
Mercedes,C-Class,2010,35063,1.8,Manual,Hatchback,Diesel,Silver,3,46287.87
Audi,A6,2004,253317,1.8,Automatic,Hatchback,Diesel,Black,3,23111.36
BMW,5 Series,2005,43527,3.0,Manual,SUV,Electric,White,2,52385.99
Volkswagen,Golf,2015,275011,1.4,Robot,SUV,Diesel,Red,2,36742.28
Audi,A4,2017,236562,2.0,CVT,Hatchback,Diesel,Red,5,40665.65
Honda,Civic,2010,276266,1.6,Robot,Hatchback,Diesel,Green,5,27759.22
Nissan,Patrol,2003,111086,4.0,Manual,SUV,Hybrid,White,4,42840.61
Audi,A6,2003,139227,3.0,Automatic,SUV,Petrol,Brown,3,41408.54
Hyundai,Elantra,2022,205743,2.7,Automatic,Coupe,Hybrid,White,2,52875.78
Nissan,Patrol,2008,40695,2.0,CVT,Hatchback,Hybrid,White,5,39838.83
Kia,Rio,2006,85744,1.4,Robot,Wagon,Petrol,Red,4,28823.38
Nissan,Teana,2016,45740,1.5,Manual,Wagon,Petrol,Silver,3,38121.93
Mercedes,C-Class,2017,63232,2.5,Automatic,Coupe,Electric,Grey,4,51145.39
Kia,Rio,2000,218512,1.8,Automatic,Coupe,Petrol,Blue,5,18459.94
Audi,Q7,2010,46002,1.6,CVT,Wagon,Diesel,Silver,4,42894.13
Ford,Kuga,2007,269956,1.6,Automatic,Wagon,Hybrid,Black,5,24356.81
Honda,Civic,2007,173423,1.4,Robot,Wagon,Diesel,White,4,18706.37
Hyundai,Tucson,2007,145342,3.5,Robot,Hatchback,Petrol,Brown,5,31820.06
Nissan,Patrol,2002,147745,2.4,Manual,Coupe,Electric,Grey,4,33646.99
Audi,A6,2008,49976,3.5,Manual,Wagon,Diesel,Red,2,50826.2
Kia,Cerato,2007,219526,2.0,Automatic,Coupe,Petrol,Grey,4,23139.26
BMW,X3,2003,216232,1.6,Manual,Hatchback,Diesel,Red,3,24121.43
Audi,A4,2015,30106,1.4,Automatic,Sedan,Diesel,Brown,4,52394.25
Volkswagen,Golf,2007,15088,2.7,CVT,Hatchback,Diesel,Brown,4,38908.53
Honda,CR-V,2008,205776,2.7,Robot,Hatchback,Diesel,White,2,23131.72
Kia,Sportage,2020,142180,1.8,Manual,Sedan,Hybrid,White,4,46125.23
Mercedes,C-Class,2008,282727,5.0,Robot,SUV,Diesel,White,4,50891.46
Kia,Rio,2001,275194,2.4,Manual,Sedan,Petrol,Red,3,21848.32
Mercedes,GLE,2020,25675,5.0,Manual,Sedan,Petrol,Silver,3,66984.53
Mercedes,E-Class,2016,201554,2.7,Robot,SUV,Electric,Red,3,49124.73
Toyota,Camry,2001,168636,2.0,Robot,SUV,Petrol,Silver,3,26411.59
BMW,3 Series,2000,242188,4.0,CVT,SUV,Electric,Brown,4,42209.05
Nissan,Almera,2019,121950,1.5,Robot,Hatchback,Electric,Red,4,41530.44
Hyundai,Tucson,2002,286479,2.0,CVT,SUV,Diesel,Grey,5,24106.66
Hyundai,Santa Fe,2000,131184,3.0,Automatic,Coupe,Hybrid,Blue,4,34336.29
Audi,A4,2013,154692,1.8,Robot,SUV,Petrol,Red,3,40139.09
Kia,Sportage,2021,252100,2.7,Automatic,Wagon,Petrol,Blue,5,40467.33
Ford,Kuga,2021,122332,2.2,Robot,Coupe,Electric,Black,4,58072.63
Nissan,Almera,2007,185917,3.5,Automatic,Sedan,Diesel,Red,3,30438.38
Audi,A6,2019,218800,3.0,CVT,SUV,Hybrid,Black,3,46014.14
Kia,Sportage,2015,196375,2.5,Automatic,Hatchback,Hybrid,Green,4,35354.67
Mercedes,GLE,2018,232930,5.0,Automatic,Coupe,Diesel,Red,4,48147.17
Volkswagen,Tiguan,2009,12360,1.0,Robot,Sedan,Hybrid,Grey,4,47676.73
Toyota,RAV4,2009,146510,2.7,Automatic,SUV,Electric,Blue,4,44487.64
Hyundai,Elantra,2003,84381,2.4,Manual,Wagon,Petrol,White,2,25213.1
Mercedes,GLC,2000,106121,1.5,Manual,Coupe,Diesel,Black,5,35791.5
Volkswagen,Touareg,2005,82289,2.7,Automatic,Hatchback,Hybrid,Grey,4,39943.92
Kia,Sportage,2018,197467,1.0,CVT,Sedan,Petrol,Black,3,30469.17
Mercedes,C-Class,2007,272422,1.0,Manual,Wagon,Hybrid,Brown,4,29878.99
Nissan,Almera,2010,34397,2.0,Automatic,Hatchback,Diesel,Green,4,32019.3
Mercedes,GLC,2012,113143,4.0,CVT,Hatchback,Diesel,White,4,49364.57
BMW,5 Series,2009,23248,2.4,Manual,SUV,Petrol,Green,2,58157.26
Toyota,Camry,2004,143927,2.7,Manual,Hatchback,Petrol,Black,4,30406.39
Hyundai,Santa Fe,2017,130299,2.7,Manual,Wagon,Diesel,Black,4,41668.74
Volkswagen,Touareg,2010,269496,3.5,Robot,Coupe,Hybrid,Red,5,36601.48
Honda,Civic,2000,293925,1.6,Robot,Coupe,Petrol,White,3,20941.85
Audi,A6,2006,166508,5.0,Robot,SUV,Hybrid,Grey,2,57937.85
Kia,Rio,2019,242998,4.0,Robot,Coupe,Electric,Red,3,38629.11
Toyota,Camry,2006,23408,1.6,Manual,Sedan,Diesel,Silver,2,32113.67
Volkswagen,Golf,2009,76240,3.0,CVT,SUV,Diesel,White,4,44045.04
Volkswagen,Golf,2014,263844,2.0,Manual,Wagon,Hybrid,Brown,4,41393.63
Audi,A6,2004,14955,1.2,Automatic,Sedan,Diesel,White,3,38780.53
Nissan,X-Trail,2013,152185,2.5,CVT,Wagon,Hybrid,Grey,3,47825.62
Ford,Kuga,2014,178933,5.0,CVT,Wagon,Electric,Brown,4,49848.71
Kia,Sportage,2000,36320,1.4,CVT,Hatchback,Electric,Green,3,35477.58
BMW,3 Series,2021,200796,5.0,Manual,Sedan,Petrol,Brown,2,44210.38
Ford,Mondeo,2016,120076,1.6,Automatic,Sedan,Hybrid,Green,3,30061.35
Toyota,Camry,2016,39082,2.4,CVT,Coupe,Hybrid,Green,2,52394.46
Audi,Q5,2015,236187,2.4,Robot,Sedan,Petrol,White,3,37499.74
BMW,5 Series,2008,717,3.5,CVT,SUV,Diesel,White,2,62118.22
BMW,X3,2020,37405,2.4,Robot,Hatchback,Hybrid,Brown,5,50580.5
Hyundai,Santa Fe,2014,156379,1.5,Manual,Sedan,Petrol,Black,3,30701.51
Volkswagen,Tiguan,2019,176348,2.7,Automatic,Coupe,Hybrid,Silver,4,39420.29
Ford,Mondeo,2003,22010,3.0,Robot,SUV,Diesel,Green,4,35608.32
Honda,Accord,2016,276827,5.0,Robot,Hatchback,Petrol,Brown,4,39708.48
Kia,Cerato,2004,163244,4.0,CVT,Hatchback,Electric,White,4,34816.71
Audi,Q5,2011,282140,2.7,CVT,Wagon,Petrol,Green,5,31063.69
Ford,Kuga,2002,247572,2.5,Robot,Hatchback,Petrol,Blue,3,19875.24
Nissan,Patrol,2009,232892,3.5,CVT,SUV,Petrol,Brown,2,31969.91
Nissan,Patrol,2010,232654,1.0,Automatic,Hatchback,Diesel,Grey,4,20626.64
Nissan,X-Trail,2017,7485,1.0,Robot,Sedan,Hybrid,Silver,3,44592.38
Audi,A6,2013,197530,1.5,CVT,Hatchback,Hybrid,Blue,4,40343.97
Mercedes,GLE,2022,125814,1.8,Robot,Wagon,Diesel,Blue,5,44565.15
Toyota,Corolla,2021,151956,1.4,CVT,Coupe,Electric,Brown,3,37456.82
Honda,Accord,2023,65901,2.7,Robot,Coupe,Hybrid,Brown,2,56902.17
Toyota,Camry,2005,297647,2.7,Robot,Wagon,Hybrid,Blue,4,30535.82
Nissan,X-Trail,2012,23386,1.4,CVT,Coupe,Petrol,White,4,40386.67
BMW,5 Series,2010,114589,5.0,Robot,Coupe,Hybrid,Red,3,53674.08
Hyundai,Elantra,2016,167679,2.7,Automatic,SUV,Hybrid,Brown,2,44404.18
Kia,Sorento,2018,141994,1.2,Automatic,Coupe,Hybrid,White,5,44567.43
BMW,X3,2023,267885,1.2,CVT,Wagon,Petrol,Green,4,30305.57
Honda,Accord,2016,52691,1.8,Manual,SUV,Electric,Silver,2,45586.08
Honda,CR-V,2022,178646,2.7,Manual,Wagon,Petrol,Green,2,40000.25
Volkswagen,Passat,2021,253187,1.0,CVT,Wagon,Diesel,Red,3,34988.19
Toyota,Corolla,2013,217741,1.2,Robot,Hatchback,Electric,White,4,33390.89
Hyundai,Elantra,2019,243877,1.4,Robot,Hatchback,Diesel,Blue,2,27855.03
Honda,Civic,2016,150245,1.2,Robot,Hatchback,Hybrid,Brown,5,34925.3
Hyundai,Solaris,2007,98000,1.5,Robot,SUV,Hybrid,Brown,2,37180.59
Hyundai,Santa Fe,2020,105686,2.2,Robot,Sedan,Hybrid,Silver,5,49885.94
Ford,Focus,2007,140148,4.0,Automatic,Wagon,Electric,Green,2,37789.77
Ford,Focus,2016,35903,2.5,Automatic,Coupe,Hybrid,Red,4,49084.37
Nissan,Teana,2019,200753,1.8,Robot,Hatchback,Electric,Grey,4,45582.76
Audi,Q7,2002,65149,2.4,Robot,Wagon,Electric,Green,5,47353.98
Hyundai,Santa Fe,2009,253347,3.5,Manual,Wagon,Petrol,Black,3,25643.66
Mercedes,GLC,2017,274597,5.0,Robot,Hatchback,Hybrid,Green,4,59711.67
Audi,Q7,2005,165129,2.2,Robot,SUV,Electric,Brown,5,43920.7
Ford,Focus,2000,287710,2.5,Manual,Hatchback,Petrol,Brown,3,22303.82
Honda,CR-V,2011,73616,5.0,Automatic,Coupe,Petrol,Brown,2,45276.06
Hyundai,Santa Fe,2020,54353,3.5,Robot,Sedan,Hybrid,Grey,5,60359.63
Kia,Sportage,2015,285713,2.0,CVT,Wagon,Hybrid,White,5,38952.28
Hyundai,Solaris,2012,123728,1.0,Manual,SUV,Petrol,White,5,40713.46
Mercedes,GLE,2006,109388,2.7,Automatic,Wagon,Petrol,Red,4,38572.51
BMW,3 Series,2021,117473,1.8,Robot,Coupe,Diesel,Brown,4,44377.42
BMW,5 Series,2002,276223,2.7,Robot,Sedan,Hybrid,Green,2,34443.22
Audi,A6,2019,150872,5.0,Manual,Coupe,Diesel,Grey,4,63084.02
Nissan,Teana,2016,41235,1.5,Manual,Sedan,Diesel,Grey,2,45488.3
Toyota,RAV4,2012,113936,2.2,Automatic,Hatchback,Hybrid,Blue,4,35941.1
Nissan,X-Trail,2012,221094,1.6,Manual,Wagon,Petrol,Blue,5,24637.06
Ford,Mondeo,2021,230097,5.0,Manual,Coupe,Electric,Black,2,52146.53
Audi,A6,2020,181871,2.0,Manual,SUV,Electric,Green,2,62652.27
Mercedes,E-Class,2011,235998,1.6,CVT,Wagon,Diesel,White,2,38750.75
Toyota,Land Cruiser,2002,275553,2.4,Robot,Wagon,Petrol,Blue,3,20834.27
Kia,Rio,2007,188487,2.7,Automatic,Wagon,Petrol,Silver,5,31047.88
Toyota,Land Cruiser,2020,290198,2.2,Automatic,Hatchback,Diesel,Blue,2,39219.6
BMW,5 Series,2007,217314,1.4,CVT,Sedan,Petrol,Silver,3,30255.56
Toyota,Camry,2018,211127,1.8,Robot,Hatchback,Diesel,Green,2,33952.16
BMW,X5,2003,208547,2.5,Manual,Wagon,Diesel,Brown,2,32519.38
BMW,5 Series,2002,186093,2.2,Robot,SUV,Electric,White,3,45022.23
Honda,Civic,2011,275399,2.2,Robot,Hatchback,Electric,Red,5,33164.54
Hyundai,Santa Fe,2023,252557,3.5,Manual,Hatchback,Hybrid,Black,5,42022.34
Volkswagen,Passat,2008,238483,2.2,Automatic,SUV,Hybrid,Brown,2,34315.13
Kia,Rio,2011,277785,5.0,Automatic,Hatchback,Electric,Grey,4,49128.94
Mercedes,GLC,2015,67766,1.0,Automatic,Sedan,Diesel,Red,4,42536.55
Toyota,Land Cruiser,2021,13780,4.0,Manual,Sedan,Electric,Red,2,51747.88
Nissan,Teana,2013,54195,5.0,Automatic,Sedan,Petrol,Brown,2,41008.65
Ford,Kuga,2017,78484,3.0,CVT,SUV,Electric,Black,3,48501.93
Kia,Sorento,2016,55798,2.7,Manual,Coupe,Diesel,Blue,2,41463.79
Volkswagen,Golf,2004,292410,1.2,Manual,Wagon,Hybrid,Red,4,25054.29
Ford,Mondeo,2012,121724,1.8,Robot,Hatchback,Diesel,White,4,33647.24
Honda,CR-V,2019,121688,3.0,Manual,Coupe,Hybrid,White,2,50762.39
Kia,Sportage,2009,165289,1.6,CVT,Sedan,Diesel,Red,4,24485.97
Toyota,Corolla,2021,128652,1.0,Automatic,Sedan,Electric,Red,2,39703.25
Volkswagen,Tiguan,2013,237069,5.0,Robot,Coupe,Hybrid,Red,2,41803.37
Audi,Q7,2002,140347,1.8,Manual,Hatchback,Petrol,Green,2,22494.44
Honda,Accord,2014,44036,2.5,Robot,SUV,Electric,Black,3,56800.9
Ford,Kuga,2014,12306,5.0,CVT,Wagon,Hybrid,White,4,56066.93
BMW,X5,2003,40863,2.5,Robot,Wagon,Electric,Brown,2,52745.79
Honda,Civic,2002,168735,1.5,Manual,Hatchback,Electric,Red,2,27550.03
Mercedes,GLE,2015,135899,4.0,Robot,Coupe,Diesel,Grey,5,52093.1
Volkswagen,Touareg,2023,200462,2.7,CVT,Sedan,Hybrid,Blue,3,50132.62
Hyundai,Tucson,2023,58219,1.4,CVT,Hatchback,Petrol,White,5,50711.38
Honda,Accord,2004,147878,3.0,Automatic,SUV,Diesel,Blue,4,31249.78
Audi,A6,2005,255927,2.5,Manual,Wagon,Electric,Blue,4,26836.93
Hyundai,Elantra,2008,189651,1.8,Robot,SUV,Hybrid,Silver,3,32642.93
Toyota,Land Cruiser,2003,21438,1.5,Manual,Sedan,Hybrid,Blue,5,42281.14
Volkswagen,Golf,2019,215189,2.0,CVT,Coupe,Hybrid,Black,4,43604.2
Kia,Sorento,2011,240909,1.0,Automatic,Sedan,Hybrid,White,2,30077.28
Audi,Q5,2019,194840,3.0,Automatic,Coupe,Electric,Brown,4,46087.26
Kia,Cerato,2013,91128,4.0,Automatic,Sedan,Petrol,Red,4,37744.15
BMW,X3,2010,40149,3.5,CVT,Sedan,Electric,Red,5,59468.49
Honda,Civic,2009,156625,1.8,CVT,SUV,Electric,White,4,37941.27
Nissan,Patrol,2005,79211,2.7,CVT,Hatchback,Electric,Grey,2,40327.71
Mercedes,GLC,2021,39553,2.5,CVT,SUV,Hybrid,Green,4,60732.57
Ford,Mondeo,2007,242555,3.0,Manual,SUV,Petrol,Green,2,31251.1
Toyota,Land Cruiser,2003,191444,2.2,Manual,Hatchback,Electric,Grey,5,30061.98
Audi,A6,2022,285071,4.0,Automatic,Coupe,Electric,Grey,2,54222.62
Audi,A4,2002,69518,1.5,CVT,Wagon,Hybrid,Blue,3,36284.65
Ford,Focus,2019,80152,1.8,CVT,Wagon,Diesel,Red,5,38962.84
Honda,Civic,2021,20323,4.0,Manual,SUV,Hybrid,Black,2,54653.72
Mercedes,C-Class,2006,228338,1.4,Automatic,Wagon,Hybrid,Green,2,29365.69
Mercedes,C-Class,2003,3121,1.2,Manual,Wagon,Hybrid,Red,4,51609.62
Honda,Civic,2009,75910,1.5,CVT,Hatchback,Diesel,Green,5,30124.3
BMW,3 Series,2020,54460,5.0,CVT,Coupe,Electric,Black,4,59183.19
Hyundai,Solaris,2015,246686,2.7,Robot,Sedan,Hybrid,Green,2,30125.16
Mercedes,GLC,2014,90417,3.0,CVT,Sedan,Petrol,Silver,5,51094.19
Audi,A6,2006,226921,2.2,Robot,Wagon,Hybrid,Black,4,30588.28
Hyundai,Elantra,2010,180418,2.5,CVT,Sedan,Diesel,Black,2,32709.99
Mercedes,E-Class,2009,295209,2.2,Manual,Coupe,Electric,White,3,50426.1
Nissan,X-Trail,2004,148725,3.5,Automatic,Sedan,Electric,Black,4,39442.55
Hyundai,Solaris,2011,51033,2.4,Automatic,Sedan,Diesel,Brown,5,35651.13
Ford,Mondeo,2000,212603,1.5,Robot,SUV,Diesel,Green,2,21897.13
Ford,Focus,2009,281197,4.0,Manual,Hatchback,Electric,Red,3,42329.73
Nissan,Patrol,2021,136645,1.5,Manual,Wagon,Diesel,Red,4,41937.57
Kia,Sorento,2000,27564,1.5,Robot,Hatchback,Diesel,Silver,4,30825.17
Audi,Q7,2020,191591,1.4,Automatic,Wagon,Electric,White,2,47778.01
Toyota,Corolla,2021,268782,3.0,Automatic,Coupe,Petrol,Silver,5,38840.01
Ford,Kuga,2013,234318,2.7,Manual,Coupe,Hybrid,Silver,2,32736.97
Ford,Focus,2019,244936,3.5,Automatic,Sedan,Hybrid,Red,3,43969.09
Audi,Q7,2007,287360,1.5,Robot,SUV,Hybrid,Green,3,41791.82
Nissan,Patrol,2002,296898,1.0,CVT,Hatchback,Petrol,Green,2,12094.63
Toyota,Camry,2019,269637,2.2,Manual,SUV,Petrol,Silver,5,38618.84
Mercedes,C-Class,2019,232520,2.0,Robot,SUV,Diesel,Silver,3,41012.31
Kia,Cerato,2019,174004,3.5,Automatic,SUV,Hybrid,Brown,5,53553.56
BMW,5 Series,2022,56396,3.0,Manual,Wagon,Electric,Silver,5,81015.3
Ford,Kuga,2011,185550,5.0,CVT,SUV,Diesel,Black,4,42053.79
BMW,X5,2005,135909,1.0,Automatic,Wagon,Petrol,Silver,5,32599.53
Hyundai,Tucson,2019,229638,2.7,CVT,Coupe,Electric,White,5,46527.34
BMW,3 Series,2004,258093,1.6,Robot,Sedan,Petrol,White,2,31850.17
Volkswagen,Passat,2019,15989,1.5,CVT,Sedan,Hybrid,Red,3,56065.27
Ford,Focus,2022,82666,5.0,Manual,Hatchback,Petrol,Red,2,52175.34
BMW,3 Series,2003,158477,4.0,CVT,Wagon,Petrol,Silver,5,35523.21
Kia,Sportage,2005,289385,2.7,CVT,Coupe,Electric,Red,5,36609.91
Nissan,Teana,2022,186584,2.5,CVT,Sedan,Diesel,White,2,37821.54
Honda,Accord,2019,268011,1.6,Robot,Hatchback,Electric,White,5,36473.54
Volkswagen,Passat,2003,63965,1.2,Manual,Coupe,Hybrid,Brown,2,33105.25
Mercedes,GLC,2010,234778,4.0,Manual,Hatchback,Electric,Grey,2,42168.7
BMW,X3,2003,86436,1.0,CVT,Hatchback,Electric,Green,2,48984.31
Mercedes,E-Class,2020,28926,2.0,Manual,Sedan,Hybrid,Black,3,57411.02
Ford,Mondeo,2012,86597,3.0,Robot,SUV,Petrol,Black,4,44856.99
Ford,Focus,2021,239350,3.5,Manual,SUV,Diesel,Blue,4,49976.57
Honda,CR-V,2020,16555,1.8,Automatic,SUV,Hybrid,Silver,3,48463.83
Toyota,Land Cruiser,2010,201283,2.7,Automatic,Wagon,Petrol,Black,2,27078.0
Hyundai,Elantra,2001,19627,5.0,Automatic,Hatchback,Petrol,Green,2,39880.26
BMW,X3,2016,107449,3.5,Automatic,Coupe,Hybrid,Blue,3,55911.15
Audi,Q7,2009,126202,2.0,Automatic,Coupe,Hybrid,Green,4,40998.82
BMW,5 Series,2011,298277,3.5,Manual,SUV,Hybrid,Brown,5,43761.99
Ford,Mondeo,2019,299182,1.5,CVT,Coupe,Hybrid,Blue,5,44677.66
Kia,Sorento,2013,65524,2.4,CVT,Hatchback,Petrol,Red,5,46025.49
Toyota,Corolla,2011,227328,2.5,CVT,Sedan,Petrol,Black,5,31600.02
Mercedes,C-Class,2022,14506,1.8,CVT,Coupe,Hybrid,White,3,69934.77
Honda,CR-V,2018,95386,5.0,Manual,Wagon,Electric,White,5,57877.99
Hyundai,Santa Fe,2006,223660,3.5,Manual,Sedan,Electric,Red,3,37091.2
Honda,Accord,2009,231414,3.5,Automatic,Wagon,Hybrid,Blue,3,39788.6
BMW,X3,2006,170521,4.0,Automatic,Coupe,Electric,Brown,2,52983.27
Toyota,RAV4,2010,186443,2.0,Robot,Wagon,Electric,Silver,2,37060.94
Toyota,Corolla,2002,229502,1.4,Robot,Coupe,Diesel,Green,5,22312.67
Volkswagen,Passat,2015,176111,1.4,Robot,Coupe,Diesel,Brown,5,36245.8
Nissan,Patrol,2020,118248,1.0,Automatic,SUV,Electric,Green,4,56561.15
Ford,Mondeo,2012,131562,1.2,CVT,Sedan,Petrol,White,4,37294.93
Honda,CR-V,2014,225959,1.4,Automatic,Hatchback,Electric,Grey,4,40464.6
Volkswagen,Tiguan,2008,34924,2.4,CVT,Coupe,Diesel,Brown,5,41754.17
Mercedes,C-Class,2021,137844,3.0,Manual,Wagon,Petrol,Black,2,44651.89
Nissan,Teana,2008,100485,2.7,Manual,Coupe,Diesel,Red,2,34454.31
BMW,X3,2020,202258,1.2,Robot,Sedan,Electric,Blue,5,45149.1
BMW,5 Series,2000,22499,2.4,Manual,Sedan,Electric,Red,4,39396.55
BMW,X3,2018,27464,1.0,Automatic,SUV,Petrol,Black,5,56622.53
Hyundai,Tucson,2017,81441,2.4,Manual,Coupe,Diesel,Blue,3,46667.72
Nissan,Teana,2019,190195,3.5,Manual,Wagon,Hybrid,Brown,2,39915.44
Kia,Cerato,2003,27856,5.0,CVT,Sedan,Electric,Blue,4,55666.3
Honda,Civic,2012,105219,2.5,Manual,Hatchback,Petrol,Green,2,37716.71
Hyundai,Tucson,2015,176318,4.0,Robot,Sedan,Diesel,Blue,4,37414.99
Mercedes,GLE,2012,16932,2.5,Robot,Sedan,Electric,Green,3,56678.1
Volkswagen,Touareg,2022,42598,2.2,Robot,Coupe,Hybrid,Blue,3,60854.93
Kia,Sportage,2017,287507,3.0,CVT,Sedan,Petrol,Black,2,33622.29
Nissan,X-Trail,2009,159094,1.8,CVT,Hatchback,Hybrid,Black,4,36318.46
BMW,5 Series,2018,99694,4.0,Robot,Sedan,Electric,Green,2,65578.1
Ford,Kuga,2022,5586,1.8,Robot,SUV,Petrol,White,5,47826.25
Hyundai,Elantra,2015,219730,2.5,Manual,Coupe,Petrol,Green,4,32386.23
Nissan,Teana,2003,65431,1.2,CVT,Coupe,Diesel,White,4,37997.37
Nissan,X-Trail,2018,72573,1.2,Robot,SUV,Hybrid,Red,2,48099.45
BMW,5 Series,2015,152117,2.2,CVT,SUV,Electric,Silver,5,57135.63
Ford,Focus,2012,264860,5.0,Robot,Wagon,Hybrid,Silver,4,38670.01
Volkswagen,Golf,2007,259590,2.7,Manual,SUV,Electric,Red,4,34367.36
